,class,arm,sum,n,sum2,round,mean
10,C2,A5,2203.921555096141,35,215658.98191521454,75,62.96918728846118
11,C2,A6,1588.955496090552,27,187966.6257547351,75,58.850203558909335
0,C1,A1,17.37385720903893,2,154.03580814418453,76,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,76,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,76,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,76,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,76,45.44670296508687
5,C1,A6,3719.010605772479,64,221582.49773289767,76,58.10954071519498
6,C2,A1,-59.04334148482469,2,1751.0803919147988,76,-29.521670742412343
7,C2,A2,168.14099084597217,4,13884.112936986792,76,42.03524771149304
8,C2,A3,187.89450969591223,6,18411.503368722642,76,31.315751615985373
9,C2,A4,-76.95494423471392,2,3276.7378779591704,76,-38.47747211735696
10,C2,A5,2203.921555096141,35,215658.98191521454,76,62.96918728846118
11,C2,A6,1588.955496090552,27,187966.6257547351,76,58.850203558909335
0,C1,A1,17.37385720903893,2,154.03580814418453,77,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,77,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,77,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,77,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,77,45.44670296508687
5,C1,A6,3760.742363117959,65,223324.0373040397,77,57.85757481719937
6,C2,A1,-59.04334148482469,2,1751.0803919147988,77,-29.521670742412343
7,C2,A2,168.14099084597217,4,13884.112936986792,77,42.03524771149304
8,C2,A3,187.89450969591223,6,18411.503368722642,77,31.315751615985373
9,C2,A4,-76.95494423471392,2,3276.7378779591704,77,-38.47747211735696
10,C2,A5,2227.4483188853883,36,216212.49052960952,77,61.87356441348301
11,C2,A6,1588.955496090552,27,187966.6257547351,77,58.850203558909335
0,C1,A1,17.37385720903893,2,154.03580814418453,78,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,78,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,78,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,78,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,78,45.44670296508687
5,C1,A6,3819.074801512943,66,226726.7106731443,78,57.864769719893076
6,C2,A1,-59.04334148482469,2,1751.0803919147988,78,-29.521670742412343
7,C2,A2,168.14099084597217,4,13884.112936986792,78,42.03524771149304
8,C2,A3,187.89450969591223,6,18411.503368722642,78,31.315751615985373
9,C2,A4,-76.95494423471392,2,3276.7378779591704,78,-38.47747211735696
10,C2,A5,2227.4483188853883,36,216212.49052960952,78,61.87356441348301
11,C2,A6,1675.1832236268995,28,195401.84675081767,78,59.82797227238927
0,C1,A1,17.37385720903893,2,154.03580814418453,79,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,79,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,79,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,79,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,79,45.44670296508687
5,C1,A6,3899.937980488425,67,233265.56438716536,79,58.20802955952873
6,C2,A1,-59.04334148482469,2,1751.0803919147988,79,-29.521670742412343
7,C2,A2,168.14099084597217,4,13884.112936986792,79,42.03524771149304
8,C2,A3,187.89450969591223,6,18411.503368722642,79,31.315751615985373
9,C2,A4,-76.95494423471392,2,3276.7378779591704,79,-38.47747211735696
10,C2,A5,2227.4483188853883,36,216212.49052960952,79,61.87356441348301
11,C2,A6,1757.2600351440246,29,202138.4497396354,79,60.595173625656024
0,C1,A1,17.37385720903893,2,154.03580814418453,80,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,80,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,80,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,80,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,80,45.44670296508687
5,C1,A6,3968.09479251555,68,237910.9154128661,80,58.35433518405221
6,C2,A1,-59.04334148482469,2,1751.0803919147988,80,-29.521670742412343
7,C2,A2,127.40801739166194,5,15543.288063416334,80,25.48160347833239
8,C2,A3,187.89450969591223,6,18411.503368722642,80,31.315751615985373
9,C2,A4,-76.95494423471392,2,3276.7378779591704,80,-38.47747211735696
10,C2,A5,2227.4483188853883,36,216212.49052960952,80,61.87356441348301
11,C2,A6,1757.2600351440246,29,202138.4497396354,80,60.595173625656024
0,C1,A1,17.37385720903893,2,154.03580814418453,81,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,81,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,81,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,81,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,81,45.44670296508687
5,C1,A6,4020.453295162096,69,240652.3282122545,81,58.26743906032023
6,C2,A1,-59.04334148482469,2,1751.0803919147988,81,-29.521670742412343
7,C2,A2,127.40801739166194,5,15543.288063416334,81,25.48160347833239
8,C2,A3,187.89450969591223,6,18411.503368722642,81,31.315751615985373
9,C2,A4,-76.95494423471392,2,3276.7378779591704,81,-38.47747211735696
10,C2,A5,2241.244778704543,37,216402.8328331511,81,60.57418320823089
11,C2,A6,1757.2600351440246,29,202138.4497396354,81,60.595173625656024
0,C1,A1,17.37385720903893,2,154.03580814418453,82,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,82,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,82,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,82,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,82,45.44670296508687
5,C1,A6,4083.3526650615863,70,244608.65894600734,82,58.3336095008798
6,C2,A1,-59.04334148482469,2,1751.0803919147988,82,-29.521670742412343
7,C2,A2,127.40801739166194,5,15543.288063416334,82,25.48160347833239
8,C2,A3,187.89450969591223,6,18411.503368722642,82,31.315751615985373
9,C2,A4,-76.95494423471392,2,3276.7378779591704,82,-38.47747211735696
10,C2,A5,2241.244778704543,37,216402.8328331511,82,60.57418320823089
11,C2,A6,1902.4560926985143,30,223220.34486900212,82,63.41520308995048
0,C1,A1,17.37385720903893,2,154.03580814418453,83,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,83,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,83,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,83,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,83,45.44670296508687
5,C1,A6,4154.972830840789,71,249738.107092248,83,58.52074409634915
6,C2,A1,-59.04334148482469,2,1751.0803919147988,83,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,83,15.779250336970044
8,C2,A3,187.89450969591223,6,18411.503368722642,83,31.315751615985373
9,C2,A4,-76.95494423471392,2,3276.7378779591704,83,-38.47747211735696
10,C2,A5,2241.244778704543,37,216402.8328331511,83,60.57418320823089
11,C2,A6,1902.4560926985143,30,223220.34486900212,83,63.41520308995048
0,C1,A1,17.37385720903893,2,154.03580814418453,84,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,84,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,84,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,84,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,84,45.44670296508687
5,C1,A6,4207.615099652017,72,252509.3155578416,84,58.439098606278016
6,C2,A1,-59.04334148482469,2,1751.0803919147988,84,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,84,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,84,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,84,-38.47747211735696
10,C2,A5,2241.244778704543,37,216402.8328331511,84,60.57418320823089
11,C2,A6,1902.4560926985143,30,223220.34486900212,84,63.41520308995048
0,C1,A1,17.37385720903893,2,154.03580814418453,85,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,85,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,85,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,85,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,85,45.44670296508687
5,C1,A6,4267.403509077843,73,256083.9694595118,85,58.45758231613484
6,C2,A1,-59.04334148482469,2,1751.0803919147988,85,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,85,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,85,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,85,-38.47747211735696
10,C2,A5,2315.4220501240056,38,221905.1004283877,85,60.932159213789625
11,C2,A6,1902.4560926985143,30,223220.34486900212,85,63.41520308995048
0,C1,A1,17.37385720903893,2,154.03580814418453,86,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,86,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,86,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,86,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,86,45.44670296508687
5,C1,A6,4326.516028536842,74,259578.25941630232,86,58.466432818065435
6,C2,A1,-59.04334148482469,2,1751.0803919147988,86,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,86,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,86,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,86,-38.47747211735696
10,C2,A5,2315.4220501240056,38,221905.1004283877,86,60.932159213789625
11,C2,A6,2066.8237855184643,31,250237.0833119555,86,66.67173501672465
0,C1,A1,17.37385720903893,2,154.03580814418453,87,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,87,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,87,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,87,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,87,45.44670296508687
5,C1,A6,4389.02611786003,75,263485.7706834953,87,58.520348238133735
6,C2,A1,-59.04334148482469,2,1751.0803919147988,87,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,87,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,87,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,87,-38.47747211735696
10,C2,A5,2315.4220501240056,38,221905.1004283877,87,60.932159213789625
11,C2,A6,2088.1351181643954,32,250691.25621110105,87,65.25422244263736
0,C1,A1,17.37385720903893,2,154.03580814418453,88,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,88,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,88,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,88,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,88,45.44670296508687
5,C1,A6,4457.7980163608645,76,268215.34470690443,88,58.65523705737979
6,C2,A1,-59.04334148482469,2,1751.0803919147988,88,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,88,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,88,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,88,-38.47747211735696
10,C2,A5,2315.4220501240056,38,221905.1004283877,88,60.932159213789625
11,C2,A6,2101.84851470493,33,250879.31345577893,88,63.692379233482725
0,C1,A1,17.37385720903893,2,154.03580814418453,89,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,89,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,89,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,89,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,89,45.44670296508687
5,C1,A6,4519.055981242205,77,271967.882968308,89,58.68903871743124
6,C2,A1,-59.04334148482469,2,1751.0803919147988,89,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,89,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,89,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,89,-38.47747211735696
10,C2,A5,2315.4220501240056,38,221905.1004283877,89,60.932159213789625
11,C2,A6,2239.2399501363275,34,269755.71998567885,89,65.85999853342139
0,C1,A1,17.37385720903893,2,154.03580814418453,90,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,90,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,90,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,90,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,90,45.44670296508687
5,C1,A6,4593.2926753402535,78,277478.96971891506,90,58.88836763256735
6,C2,A1,-59.04334148482469,2,1751.0803919147988,90,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,90,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,90,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,90,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,90,57.88390373669197
11,C2,A6,2239.2399501363275,34,269755.71998567885,90,65.85999853342139
0,C1,A1,17.37385720903893,2,154.03580814418453,91,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,91,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,91,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,91,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,91,45.44670296508687
5,C1,A6,4647.938771573919,79,280465.16555249423,91,58.834667994606576
6,C2,A1,-59.04334148482469,2,1751.0803919147988,91,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,91,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,91,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,91,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,91,57.88390373669197
11,C2,A6,2208.38829326269,35,270707.5447175275,91,63.09680837893399
0,C1,A1,17.37385720903893,2,154.03580814418453,92,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,92,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,92,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,92,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,92,45.44670296508687
5,C1,A6,4703.550382919682,80,283557.8168689665,92,58.79437978649603
6,C2,A1,-59.04334148482469,2,1751.0803919147988,92,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,92,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,92,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,92,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,92,57.88390373669197
11,C2,A6,2324.5129728830107,36,284192.4859344497,92,64.56980480230585
0,C1,A1,17.37385720903893,2,154.03580814418453,93,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,93,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,93,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,93,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,93,45.44670296508687
5,C1,A6,4753.490590144415,81,286051.84116661584,93,58.68506901412859
6,C2,A1,-59.04334148482469,2,1751.0803919147988,93,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,93,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,93,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,93,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,93,57.88390373669197
11,C2,A6,2394.8025741436345,37,289133.1139798272,93,64.7243938957739
0,C1,A1,17.37385720903893,2,154.03580814418453,94,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,94,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,94,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,94,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,94,45.44670296508687
5,C1,A6,4810.847151963887,82,289341.61635036673,94,58.66886770687667
6,C2,A1,-59.04334148482469,2,1751.0803919147988,94,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,94,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,94,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,94,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,94,57.88390373669197
11,C2,A6,2439.5774256434843,38,291137.9013066608,94,64.19940593798643
0,C1,A1,17.37385720903893,2,154.03580814418453,95,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,95,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,95,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,95,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,95,45.44670296508687
5,C1,A6,4876.12389774596,83,293602.66989026405,95,58.74848069573446
6,C2,A1,-59.04334148482469,2,1751.0803919147988,95,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,95,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,95,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,95,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,95,57.88390373669197
11,C2,A6,2525.901639623031,39,298589.77122584736,95,64.76670870828285
0,C1,A1,17.37385720903893,2,154.03580814418453,96,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,96,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,96,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,96,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,96,45.44670296508687
5,C1,A6,4942.520879188925,84,298011.2290350016,96,58.839534276058636
6,C2,A1,-59.04334148482469,2,1751.0803919147988,96,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,96,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,96,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,96,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,96,57.88390373669197
11,C2,A6,2565.283324495523,40,300140.68832924357,96,64.13208311238807
0,C1,A1,17.37385720903893,2,154.03580814418453,97,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,97,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,97,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,97,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,97,45.44670296508687
5,C1,A6,5001.003860974964,85,301431.48819358763,97,58.835339540881925
6,C2,A1,-59.04334148482469,2,1751.0803919147988,97,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,97,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,97,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,97,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,97,57.88390373669197
11,C2,A6,2593.3625299161567,41,300929.1301062978,97,63.25274463210138
0,C1,A1,17.37385720903893,2,154.03580814418453,98,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,98,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,98,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,98,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,98,45.44670296508687
5,C1,A6,5057.502885150472,86,304623.62792637234,98,58.80817308314502
6,C2,A1,-59.04334148482469,2,1751.0803919147988,98,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,98,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,98,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,98,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,98,57.88390373669197
11,C2,A6,2667.541818707565,42,306431.6969918969,98,63.51290044541822
0,C1,A1,17.37385720903893,2,154.03580814418453,99,8.686928604519466
1,C1,A2,28.548853061914077,2,846.4009061165076,99,14.274426530957038
2,C1,A3,55.8397269746379,2,1582.9368449025094,99,27.91986348731895
3,C1,A4,85.546072059653,2,3718.198475656641,99,42.7730360298265
4,C1,A5,181.78681186034748,4,8601.513749750387,99,45.44670296508687
5,C1,A6,5105.28105244103,87,306906.3811960168,99,58.68139140736816
6,C2,A1,-59.04334148482469,2,1751.0803919147988,99,-29.521670742412343
7,C2,A2,94.67550202182026,6,16614.705625853254,99,15.779250336970044
8,C2,A3,130.72375546179373,7,21679.998508420616,99,18.674822208827674
9,C2,A4,-76.95494423471392,2,3276.7378779591704,99,-38.47747211735696
10,C2,A5,2257.4722457309867,39,225263.2802575769,99,57.88390373669197
11,C2,A6,2739.761843986253,43,311647.4290431512,99,63.71539172061054
